comment,like_count,final_text,sentiment
02 yes..,0,02 ya..,netral
"Kemenangan karena kecurangan.
Mau dibawa kemana negeri ini.",0,"Kemenangan karena kecurangan.
Mau dibawa kemana negeri ini.",negatif
Lega/plong 02,0,Lega 02,positif
alhamdullillah peminpin dzolim akhirnya sirna. terima kasih ya allah engkau kabulkan doa .,0,"Alhamdulillah pemimpin zalim akhirnya sirna. Terima kasih ya Allah, Engkau kabulkan doa.",negatif
Wapresnya mana pak kok sendirian?,0,"Wakil Presidennya di mana Pak, kok sendirian?",negatif
Kok mas gibrannya gk ada y,0,Kok mas gibrannya tidak ada ya,negatif
"Kefamenanu-NTT, HADIR. BRAVO JENDRAL!!!!",0,"Kefamenanu-NTT, HADIR. BRAVO JENDRAL!",positif
YESSSSSSS  3:00 ~ 3:17,0,YESS 3:00 - 3:17,netral
"Selamat pa ,, semoga bp menjadi pemiimpin yg amanah   jadikan negri ini menjadi lebih maju lagi ,sehat selalu pa panjang umur",0,"Selamat pak, semoga beliau menjadi pemimpin yang amanah. Jadikan negeri ini menjadi lebih maju lagi, sehat selalu pak, panjang umur.",positif
Selamat pa gemoi smoga anda jd tauladn dn bisa mmimpin negri yg majemuk ini amin,0,"Selamat pak Jokowi, semoga Anda menjadi teladan dan bisa memimpin negara yang majemuk ini, amin.",negatif
"Saya harap2 biar pendukung 01 jadi kerbau semua, biar harga daging turun ,
Malas lihat yg teriak teriak gk jelas tiap hari, bikin macet saja.",0,"Saya harap semoga pendukung pasangan calon nomor urut 1 jadi kerbau semua, biar harga daging turun. Malas lihat yang teriak-teriak tidak jelas tiap hari, bikin macet saja.",negatif
"Semangat utk Indonesia Maju Jendral..Lawan Nekolim n Zionist Dunia,,I'm Behind You ️",0,"Semangat untuk Indonesia Maju Jendral.. Lawan Nekolim dan Zionist Dunia, I'm Behind You",positif
Kompetisi blm selesai,0,Kompetisi belum selesai,netral
Kalian hanya sekumpulan penipu,0,Kalian hanya sekumpulan penipu,negatif
Salam tiga periode indonesia maju,0,Salam tiga periode Indonesia maju,positif
Hancur negri ini,0,Negara ini hancur,negatif
S7 bersatu bergandengan tangan IMANUEL N GOOD LUCK,0,S7 bersatu bergandengan tangan IMANUEL DAN GOOD LUCK,netral
Aamiin..,0,Aamiin,positif
Mandat rakyat yang mana,0,Mandat rakyat yang mana,negatif
Mandat yang mana,0,Mandat yang mana,netral
"Aamiin
Semangat terus pak allah bersama mu",0,"Semangat terus Pak, semoga Allah bersamamu. Aamiin.",positif
Pa Prabowo Subianto sudah mendunia,0,Pa Prabowo Subianto sudah mendunia,positif
Alhamdulillah,0,Alhamdulillah,positif
Pilihan curang,0,Pilihan curang,negatif
Alhamdulilah terimakasih ya Allah no 02: pilihan yang terbaik,0,Alhamdulillah terima kasih ya Allah nomor urut 02: pilihan yang terbaik,positif
Selamat Prabowo hayo kerja yg amanah gembosi pejabat yg nakal jangan pandang bulu untuk rakyat dan negara dan ibadahmu,0,"Selamat Prabowo, semoga kerja yang amanah, gembosi pejabat yang nakal, jangan pandang bulu untuk rakyat dan negara, dan ibadahmu.",positif
Mantabek pak prabowo,0,Mantab pak Prabowo,positif
Mantap bapak Prabowo tugas saya sudah selesai semoga bapak Prabowo sihat selalu memimpin negara Indonesia kedepannya...,0,"Mantap Pak Prabowo, tugas saya sudah selesai. Semoga Pak Prabowo sehat selalu memimpin negara Indonesia ke depan.",positif
KETIKA MELIHAT PAK SURYA PALOH BERPELUKAN DISITULAH HATI ANIS DAN PENDUKUNGNYA TERGUNCANG,0,KETIKA MELIHAT PAK SURYA PALOH BERPELUKAN DISITULAH HATI ANIS DAN PENDUKUNGNYA TERGUNCANG,negatif
dari 2014 memilih bapak prabowo subianto  alhamdulillah jadi,0,"Dari 2014 memilih Bapak Prabowo Subianto, alhamdulillah jadi.",positif
"Selamat Jenderal 
Semoga sukses dan amanah .",0,"Selamat Jenderal
Semoga sukses dan amanah.",positif
"Alhamdulillah....selamat jendral kami titip bangsa ini di pundakmu dan mas Gibran semoga Indonesia mkn baik kedepannya,sehat selalu jendral",2,"Alhamdulillah, selamat jenderal kami titip bangsa ini di pundakmu dan Mas Gibran semoga Indonesia makin baik kedepannya, sehat selalu jenderal.",positif
"naikan pensiunan 30 persen karena kenaikan SEMBAKO 325 PERSEN, BERAS JAMAN pa SBY 25 kg beras hanya 125,000
sekarang jaman wiwi 25 kg beras 405,000",1,"Naikan pensiunan 30 persen karena kenaikan sembako 325 persen, beras jaman pak SBY 25 kg beras hanya 125,000 sekarang jaman prabowo 25 kg beras 405,000",negatif
"Tolomglah Pa Prabowo-, para Pensiunan dg mahalnya SBAKO NAIKAN PENSIUNAN LEBIH BESAR DARI ASN YG MASIH AKTIF, KARENA GAJI ASN MASIH FULL 100 PERSEN + SERTIFIKASI + TUKIN + TUMJ DAERAH, DLL. 
SDNGKAN PENSIUNAN HANYA 75 PERSEN. NAIKAN PENSIUNAN 25 PERSEN  TUNJ ANAK KEMBALIKAN KE 5 PERSEN KARENA DITURUNKAN/ DIKURAMGI HERBERTHUS JOKO OWEU 
TUNJANGAN ISTRI KEMBALIKAN MNJD 10 PERSEN SPRT JAMAN PAK DUHARTIO",1,"Tolonglah Pak Prabowo, para Pensiunan dengan mahalnya SBAKO naikan pensiunan lebih besar dari ASN yang masih aktif, karena gaji ASN masih full 100 persen + sertifikasi + TUKIN + TUMJ daerah, dll. Sedangkan pensiunan hanya 75 persen. Naikan pensiunan 25 persen tunjangan anak kembalikan ke 5 persen karena diturunkan/d",netral
Kami rakyat kecil sangat senang pak Prabowo menang di pil pris 2024. Karna kamilah sebagai pemilihnya,0,Kami rakyat kecil sangat senang Pak Prabowo menang di pilpres 2024. Karena kami sebagai pemilihnya.,positif
Selamat pak prabowo,0,Selamat Pak Prabowo,positif
"Pas pemilu kemarin saya tidak mencoblos satupun capres, tapi saya bangga pak Prabowo Menang mutlak,",0,"Pas pemilu kemarin saya tidak mencoblos satupun capres, tapi saya bangga pak Prabowo Menang mutlak.",positif
Alhamdulillah bapak kita menang gaes,0,Alhamdulillah ayah kita menang.,positif
Amit amit,0,Amin ya Allah,positif
"Bismillah....semoga amanah pak prabowo, jangan mau disetir pihak manapun. 
Semoga lowongan pekerjaan semakin banyak, rakyat indonesia bebas kemiskinan, pembangunan merata smapai pelosok, terkhusus kalimantan timur masih banyak pelosok yg g ada listrik dan sinyal",0,"Bismillah....semoga amanah pak prabowo, jangan mau disetir pihak manapun. 
Semoga lowongan pekerjaan semakin banyak, rakyat indonesia bebas kemiskinan, pembangunan merata sampai pelosok, terkhusus kalimantan timur masih banyak pelosok yang tidak ada listrik dan sinyal",positif
I love pak Prabowo,0,I love pak Prabowo,positif
Alfatihah @Gus Dur... Ramalan nya Joooosss..,0,Alfatihah Gus Dur... Ramalan nya Joss.,netral
Kami mencintaimu pak prabowo,0,Kami mencintaimu Pak Prabowo,positif
"Ya benar bersatulah kembali menjadi 3 jgn pecah belah, jgn degar bocil yg suka propoganda",0,"Ya benar, bersatulah kembali menjadi 03 jangan pecah belah, jangan dengar bocil yang suka propaganda.",negatif
lanjutkan,0,lanjutkan,positif
"Setuju pak prabowo 2 periode, jangan ajak wakilnya yang sekarang, kalau bisa tahun ke2 periode ini diganti ya pak",0,"Setuju pak Prabowo 2 periode, jangan ajak wakilnya yang sekarang, kalau bisa tahun ke-2 periode ini diganti ya pak",negatif
"moga sehat selalu pak Prabowo aku bangga memilih anda karna anda berwibawah karismatik
Yang kalah bikin segala cara buat batalin Prabowo
Rakyat indonesia pintar dengan memilih prabowo",0,"moga sehat selalu pak Prabowo aku bangga memilih anda karena anda berwibawa karismatik
Yang kalah bikin segala cara buat membatalkan Prabowo
Rakyat Indonesia pintar dengan memilih Prabowo",positif
"Selamat Jendral 
Semoga Indonesia semakin berjaya",0,"Selamat Jendral 
Semoga Indonesia semakin berjaya",positif
kami bangga akhirnya bpk prabowo yg lebis pantas memimpin negara ini..,0,Kami bangga akhirnya Bapak Prabowo yang lebih pantas memimpin negara ini.,positif
Selamat Pak Nahkoda Indonesia sebagai Pemimpin untuk Membawa indonesia Menuju Kemakmuran & Keadilan...!!!,0,Selamat Pak Nahkoda Indonesia sebagai Pemimpin untuk Membawa Indonesia Menuju Kemakmuran & Keadilan!,positif
"Pak bantulah palestine,,kami rakyat indonesia berharap mengirimkan tni ke raffah,palestine,, krn keadaan palestine  yg kian memburuk,,, kami menuntut janji kmrn bapak teriak tentang bela palestine ,atas nama hak asasi manusia,,,
Jangan malah kirim tni buat .nyerang rakyat nya sendiri,,,,wkwkkwwkwk",0,"Pak bantu Palestina, kami rakyat Indonesia berharap mengirimkan TNI ke Rafah, Palestina, karena keadaan Palestina yang kian memburuk. Kami menuntut janji kemarin Bapak teriak tentang bela Palestina, atas nama hak asasi manusia. Jangan malah kirim TNI buat menyerang rakyatnya sendiri.",negatif
"Sy 3x memilih p.prabowo akhirnya th ini p.prabowo menang semoga amanah negara aman adil damai dan sejahtera Aamiin Ya Robb,,",1,"Saya tiga kali memilih Pak Prabowo, akhirnya tahun ini Pak Prabowo menang. Semoga amanah, negara aman, adil, damai, dan sejahtera. Aamiin Ya Robb.",positif
Alhamdulillah ahirnya do a kami di ijabah terima kasih ya ... Allah. Semoga amanah Nasip kami rakyat kecil kami titipkan lewat keterpilihan kami  ke pasangan BPK...,2,"Alhamdulillah akhirnya doa kami diijabah, terima kasih ya Allah. Semoga amanah. Nasib kami, rakyat kecil, kami titipkan lewat pilihan kami ke pasangan Bapak.",positif
Diharap kan jangan jadi seperti malaysia sudah la sebelum dan selepas pemilu bila suda menang jadi pmx semua kena tipu...sudah satu tahun lebih sudah rakyat susah nak makan semua barang naik..,0,"Diharapkan jangan jadi seperti Malaysia, sebelum dan sesudah pemilu, ketika sudah menang jadi PM semua kena tipu. Sudah satu tahun lebih, rakyat susah nak makan, semua barang naik.",negatif
"Selamat buat pak Prabowo,tapi pak gimana kasus Jesica Wongso yang di jatuhi hukuman 20 tahun atas tuduhan yg tidak pernah di lakukan ya",0,"Selamat buat pak Prabowo, tapi pak gimana kasus Jesica Wongso yang dijatuhi hukuman 20 tahun atas tuduhan yang tidak pernah dilakukan ya",negatif
"ya harus di cari orng itu . itukan kata katanya seolah"" merendahkan pak prabowo . cari smpe ktmu ..",0,Ya harus dicari orang itu. Itukan kata-katanya seolah merendahkan Pak Prabowo. Cari sampai ketemu.,negatif
Muak lihat politik Indonesia,0,Muak melihat politik Indonesia,negatif
Selamat dan sukses untuk Indonesia lebih sejhtera. Aamiin,0,Selamat dan sukses untuk Indonesia lebih sejahtera. Aamiin,positif
Selamat dan sukses untuk Indonesia lebih sejhtera,0,Selamat dan sukses untuk Indonesia lebih sejahtera,positif
Selamat buat pak prabowo dan mas gibran,0,Selamat untuk Pak Prabowo dan Mas Gibran,positif
"Tugas kami anak muda sudah selesai jenderal..
 Kami titipkan negara Indonesia tercinta ini kepada pak jenderal.. agar Indonesia tercinta ini lebih sejahtera kususnya anak anak seluruh Indonesia agar mendapatkan gizi yang layak..
.selamat untuk.....
Pak Prabowo dan mas gibran",0,Tugas kami anak muda sudah selesai jenderal.. Kami titipkan negara Indonesia tercinta ini kepada Pak Jenderal.. agar Indonesia tercinta ini lebih sejahtera khususnya anak-anak seluruh Indonesia agar mendapatkan gizi yang layak.. Selamat untuk Pak Prabowo dan Mas Gibran.,positif
Alkhmdulilah slmt buat bpk prabowo &mas gibran  menuju indonesia emas and endonesia tmbh makmur damai,0,Alhamdulillah selamat buat Bapak Prabowo dan Mas Gibran menuju Indonesia emas dan Indonesia tambah makmur damai.,positif
Bravo,0,Bravo,positif
Sehat terus pak Prabowo bawa Indonesa semakin maju dan rakyat utamakan sejahtera,0,Sehat terus pak Prabowo bawa Indonesia semakin maju dan rakyat utamakan sejahtera,positif
Fokus sma mas kaesang aku,0,Fokus sama Mas Kaesang aku,negatif
Alhamdulillah pak Prabowo dan mas Gibran terpilih untuk memimpin bangsa indonesia yang kita cintai pak,0,Alhamdulillah Pak Prabowo dan Mas Gibran terpilih untuk memimpin bangsa Indonesia yang kita cintai.,positif
Torang GAS pak,0,Torang GAS pak,netral
Cara salam dari kanan ke kiri pk prabowo bukan terbalik,0,Cara salam dari kanan ke kiri Pak Prabowo bukan terbalik,negatif
Selamat menuai hasil apa yang anda buat itulah yang akan diterima,0,Selamat menuai hasil apa yang anda buat itulah yang akan diterima,netral
SELAMAT YA BPK PRABOWO.S.DAN MAZ GIBRAN  ATAS TERPILIHNYA..ANDA TUK.RI.1,0,SELAMAT YA BAPAK PRABOWO SUBIANTO DAN KAK GIBRAN ATAS TERPILIHNYA SEBAGAI CALON PEMIMPIN NOMOR URUT 1,positif
Slmt memimpin indonesia maju jendral semoga amanah kepada Rakyatmu,0,"Selamat memimpin Indonesia maju, Jenderal. Semoga amanah kepada rakyatmu.",positif
ya robbi berilah kesehatan dan kesabaran pada pak prabowo dalam memimpin negara indonesia amin2 yarobbal alamin,0,"Ya Allah, berilah kesehatan dan kesabaran pada Pak Prabowo dalam memimpin negara Indonesia. Amin ya Rabbal Alamin.",positif
Mantap,0,Mantap,positif
Yg ksh mandat pasti krn bansos,0,Yang kasih mandat pasti karena bansos,negatif
"Mandat yg di paksakan ,,nanti akan lahir lah generasi bangsa pembohong ,,anak dan cucu akan ikut jejak moyang nya,,,,,",0,"Mandat yang dipaksakan, nanti akan lahir generasi bangsa pembohong, anak dan cucu akan ikut jejak moyangnya.",negatif
"Akhirnya....
PENCULIK BERKUASA jg di Negri Konoha.....",0,Penculik berkuasa juga di Negri Konoha.,negatif
Pecinya makin manteb,0,Pecinya makin mantap,positif
Kita doakan sama2 Semoga bapak bisa menjaga amanah dan menjadi sebab kemajuan bangsa Indonesia,0,Kita doakan semoga Bapak bisa menjaga amanah dan menjadi sebab kemajuan bangsa Indonesia,positif
"Alhamdulillah, akhirnya bpk jadi orang no satu di negara kita yg tercinta ini, semoga bpk  sehat selalu dan bisa menata negara ini dgn baik, 1 lg prmintaan kami pd bpk, tolong UU perampasan aset pelaku korupsi didesak agar disahkan oleh anggota dewan, supaya korupsi bisa hilang, karna itu yg sangat2 merugikan negara. Kami titip negara kita ini kepada bpk.",0,"Alhamdulillah, akhirnya bapak jadi orang nomor satu di negara kita yang tercinta ini, semoga bapak sehat selalu dan bisa menata negara ini dengan baik, satu lagi permintaan kami pada bapak, tolong Undang-Undang perampasan aset pelaku korupsi didesak agar disahkan oleh anggota dewan, supaya korupsi bisa hilang, karena itu yang",positif
Msntaaaap,0,Mantap,netral
"Alhamdulillah,selamat atas terpilihnya bapak jadi pemimpin bangsa ini,semoga di bawah kepemimpinan bapak negri ini bisa menjadi lebih baik dan utamnya ekonomi makmur adil merata bagi seluruh rakyat,....",0,"Alhamdulillah, selamat atas terpilihnya bapak jadi pemimpin bangsa ini, semoga di bawah kepemimpinan bapak negri ini bisa menjadi lebih baik dan utamanya ekonomi makmur adil merata bagi seluruh rakyat,....",positif
Slmt ya pak. Turut bahagia,0,Selamat ya pak. Turut bahagia,positif
Aku mikir ... seperti siapa ya gaya pidato nya pak Prabowo... setelah ingat kok kyk pak Suharto...,0,Aku mikir ... seperti siapa ya gaya pidato nya pak Prabowo... setelah ingat kok seperti pak Suharto...,negatif
Males,0,Males,negatif
Rakyat yg mana wo?Mandat Koi iya,0,Rakyat yang mana? Mandat Jokowi iya,negatif
Jangan dulu senang masih melalui proses,0,Jangan dulu senang masih melalui proses,netral
Pasukan oligaki.dan saya sangat yakin..prabowo ngak mampu membangun indonesia..,0,"Pasukan oligarki dan saya sangat yakin, Prabowo tidak mampu membangun Indonesia.",negatif
Alhamdulilah,0,Alhamdulillah,positif
"Maaf sy ga percayain mandat ke yg curang bos,,,,, tgl 20 jd tgl 22 hahaha apa kesalaham tenis lg ngeles nya...",0,"Maaf saya tidak percaya dengan mandat ke yang curang bos, tanggal 20 jadi tanggal 22 hahaha apa kesalahan tenis lagi ngelesnya.",negatif
Aura sang Pemenang telah di Mantap  kan,0,Aura sang Pemenang telah dimantapkan,positif
Kami sekeluarga.dukung dalam doa utk BPK Prabowo dan mas kibran.tetep Shat panjang umur dan semngat.Selmat bekerja untuk Negara Indonesia maju.demi kejahtraan rakyat Indonesia tetap jaya.di dalam perhatian dari Allah yg menjadikan langit dan bumi.Allah menyertai BPK Prabowo dan mas kibran dn keluarga TYM️,0,"Kami sekeluarga dukung dalam doa untuk Bapak Prabowo dan Mas Kibran. Tetap sehat, panjang umur, dan semangat. Selamat bekerja untuk Negara Indonesia maju, demi kebahagiaan rakyat Indonesia tetap jaya. Di dalam perlindungan dari Allah yang menjadikan langit dan bumi. Allah menyertai Bapak Prabowo dan Mas Kibran serta kelu",positif
Gak krungu dibkoping aq ke cewa banget ini dari sind nya siyapa ini haduh  kecewa gk dengar di telinga ya Alloh segera di benahi tuh seluruh dunia dengerin lo ini kok gk maksimal banget lo lor,0,Tidak ada komentar yang perlu diperbaiki,netral
Pak..prabowo.tolong.benai.hukum.didepak.tentang.percerean.terutama.di.depak.tentang.percerean.ada.yg.menggunakan.saksi.yg.betul2.tidak.tau.masalah.keluarga.yg.bercerai.tp.bisa.jadi.saksi.pak.tidak.tau.sama.sekali.bisa.jd.saksi.apa.itusah?kalau.ndaksah.kenapa.ini.ada?,0,"Pak Prabowo, tolong benahi hukum di depak tentang perceraian, terutama di depak tentang perceraian ada yang menggunakan saksi yang benar-benar tidak tahu masalah keluarga yang bercerai, tapi bisa jadi saksi Pak tidak tahu sama sekali bisa jadi saksi apa. Itu sah? Kalau tidak sah, kenapa ini ada?",netral
Muda mudi indonesia pintar memilih salam semua,0,"Muda mudi Indonesia pintar memilih, salam semua.",netral
Mandat tetangga di saya,0,Mandat tetangga di saya,negatif
Rakyat yg mn wo...,0,Rakyat yang mendukung Prabowo...,positif
Pak.prabowo.presidenkami.semoga.bisa.mengayomi.rakyatnya..bisa.membuka.pelatian.kerja.mandiri..diseluruh.plosok..dituntun.sampai.betul2.bisa.mandiri.bisa.membantu.mengurangi.penganguran.pak.dan.hukum.tibenai.biar.runcing.keatas.dan.kebawah.biar.betul2.rakyat.kecil.terlindungi.hukum.itu.pak.kami.rakyat.yg.tinggal.dikampung.sisini.banyak.penganguran.tolong.tuntun.gih.pak.matur.suwun,0,"Pak Prabowo, semoga bisa mengayomi rakyatnya, bisa membuka pelatihan kerja mandiri di seluruh pelosok, dituntun sampai benar-benar bisa mandiri, bisa membantu mengurangi pengangguran. Pak, dan hukum tajam ke atas dan ke bawah, agar benar-benar rakyat kecil terlindungi hukum. Kami rakyat yang ting",positif
"3 kali pilpres nggak pernah mikir langsung coblos muka prabowo, memang dari hati nurani",0,"3 kali pemilihan presiden tidak pernah mikir langsung coblos muka prabowo, memang dari hati nurani",negatif
Mandat Rakyat yg mana BoaSori Yeeeeeeeeeee Curqng ni yeeeeeeeeee,0,Mandat Rakyat yang mana pasangan calon nomor urut 1 dan 3.,netral
Buat pak prabowo gibran .yang sudah dipilih oleh rakyat tolong  di amankan pilihan rakyat.,0,"Buat Pak Prabowo Gibran yang sudah dipilih oleh rakyat, tolong diamanahkan pilihan rakyat.",positif
"Alhamdulillah,, salam hormad bagi sang jendral, selamatt buatt P prabowo dan m gibran,, semoga indonesia semakin di segani di hormati dunia Aamiin,,,",0,"Alhamdulillah, salam hormat bagi sang jenderal, selamat untuk Prabowo dan Gibran, semoga Indonesia semakin dihormati di dunia. Aamiin.",positif
congratulation sir..,0,"Selamat, Pak..",positif
"Semoga di bawah kepemimpinan pak Prabowo Indonesia menjadi negara maju, rakyatnya sejahtera Aamiin3 YRA",0,"Semoga di bawah kepemimpinan pak Prabowo Indonesia menjadi negara maju, rakyatnya sejahtera Aamiin YRA",positif
...Masih proses Berjalan .... belum selesai secara hukum.... Untuk Menerima & Melaksanakan Perintah Dari Rakyat.,0,"Masih proses berjalan, belum selesai secara hukum. Untuk menerima dan melaksanakan perintah dari rakyat.",netral
